icao,iata,name,lat,lon,elev,tz,name_ext,city,region,country
LFED,,Pontivy Airport,48.0584983825684,-2.92182993888855,117.0,Europe/Paris,,,,
LFEF,,Amboise Dierre Airport,47.3414,0.9425,59.0,Europe/Paris,,,,
LFEJ,,ChÃ¢teauroux Villers Airport,46.8418998718262,1.6211099624633798,170.0,Europe/Paris,,,,
LFEK,,Issoudun Le Fay Airport,46.888599395752,2.04138994216919,163.0,Europe/Paris,,,,
LFEL,,Le Blanc Airport,46.62080001831061,1.08749997615814,121.0,Europe/Paris,,,,
LFEP,,Pouilly Maconge Airport,47.221401,4.56111,418.0,Europe/Paris,,,,
LFEQ,,Quiberon Airport,47.4822006225586,-3.0999999046325697,16.0,Europe/Paris,,,,
LFES,,Guiscriff Scaer Airport,48.0525016784668,-3.66472005844116,171.0,Europe/Paris,,,,
LFEU,,Bar Le Duc Airfield,48.868301,5.18583,267.0,Europe/Paris,,,,
LFEW,,Saulieu Liernais Airfield,47.239399,4.26583,510.0,Europe/Paris,,,,
LFFC,,Mantes ChÃ©rence Airfield,49.078899,1.68972,153.0,Europe/Paris,,,,
LFFE,,Enghien Moisselles Airport,49.0463981628418,2.35306000709534,111.0,Europe/Paris,,,,
LFFH,,ChÃ¢teau-Thierry - Belleau Airport,49.0671997070313,3.35694003105164,213.0,Europe/Paris,,,,
LFFM,,Lamotte Beuvron Airport,47.6567,1.98917,121.0,Europe/Paris,,,,
LFFN,,Brienne-le-ChÃ¢teau Airport,48.4297981262207,4.48222017288208,109.0,Europe/Paris,,,,
LFFQ,,La FertÃ© Alais Airfield,48.498652,2.338867,131.0,Europe/Paris,,,,
LFFU,,ChÃ¢teauneuf Sur Cher Airport,46.8711013793945,2.37694001197815,171.0,Europe/Paris,,,,
LFFV,,Vierzon MÃ©reau Airport,47.194698,2.06667,124.0,Europe/Paris,,,,
LFFW,,Montaigu St Georges Airport,46.93310165405271,-1.32555997371674,56.0,Europe/Paris,,,,
LFGC,,Strasbourg Neuhof Airport,48.5544013977051,7.77805995941162,138.0,Europe/Paris,,,,
LFGG,,Belfort Chaux Airport,47.7022018432617,6.83249998092651,393.0,Europe/Paris,,,,
LFGH,,Cosne Sur Loire Airport,47.36059951782229,2.91944003105164,160.0,Europe/Paris,,,,
LFGI,,Dijon Darois Airport,47.3869018554688,4.948060035705571,450.0,Europe/Paris,,,,
LFGK,,Joigny Airport,47.9921989440918,3.39222002029419,214.0,Europe/Paris,,,,
LFGN,,Paray Le Monial Airfield,46.466381,4.1337980000000005,291.0,Europe/Paris,,,,
LFGO,,Pont Sur Yonne Airfield,48.289172,3.247912,49.0,Europe/Paris,,,,
LFGP,,St Florentin Cheu Airfield,47.98019,3.775583,97.0,Europe/Paris,,,,
LFGR,,Doncourt Les Conflans Airfield,49.152802,5.93278,232.0,Europe/Paris,,,,
LFGW,,Verdun-Le Rozelier Airfield,49.122398,5.46905,363.0,Europe/Paris,,,,
LFGY,,St DiÃ© Remomeix Airport,48.2672004699707,7.008609771728518,360.0,Europe/Paris,,,,
LFGZ,,Nuits St Georges Airport,47.1431007385254,4.96917009353638,231.0,Europe/Paris,,,,
LFHE,,Romans - Saint-Paul Airport,45.0661010742188,5.10333013534546,178.0,Europe/Paris,,,,
LFHF,,Ruoms Airport,44.4453010559082,4.33388996124268,108.0,Europe/Paris,,,,
LFHG,,St Chamond L'horme Airport,45.493099212646506,4.535560131073,384.0,Europe/Paris,,,,
LFHH,,Vienne Reventin Airport,45.464199,4.82944,216.0,Europe/Paris,,,,
LFHI,,Morestel Airport,45.687801361084006,5.45360994338989,234.0,Europe/Paris,,,,
LFHJ,,Lyon Corbas Airport,45.6542015075684,4.91360998153687,201.0,Europe/Paris,,,,
LFHQ,,Saint-Flour-Coltines Airport,45.0764007568359,2.99360990524292,970.0,Europe/Paris,,,,
LFHU,AHZ,Altiport L'Alpe d'Huez - Henri GIRAUD,45.088299,6.08472,1861.0,Europe/Paris,Alpe d'Huez Airport,Alpe d'Huez, Rhône-Alpes, France
LFHW,,Belleville VilliÃ© Morgon Airport,46.1427993774414,4.71471977233887,212.0,Europe/Paris,,,,
LFHZ,,Sallanches Airport,45.9538993835449,6.63917016983032,527.0,Europe/Paris,,,,
LFIM,,St Gaudens Montrejeau Airport,43.1086006164551,0.620278000831604,402.0,Europe/Paris,,,,
LFIR,,Revel Montgey Airport,43.48139953613279,1.9800000190734897,183.0,Europe/Paris,,,,
LFJA,,Chaumont-Semoutiers Airport,48.0863,5.04902,282.0,Europe/Paris,,,,
LF52,,Chambley,49.025501251221,5.876070022583,255.0,Europe/Paris,,,,
LFKA,,Albertville Airport,45.627201,6.32972,309.0,Europe/Paris,,,,
LFKD,,SolliÃ¨res SardiÃ¨res Airport,45.2564010620117,6.80139017105103,1296.0,Europe/Paris,,,,
LFKG,,Ghisonaccia Alzitone Airport,42.0550003051758,9.40194034576416,57.0,Europe/Paris,,,,
LFKL,,Lyon Brindas Airport,45.711700439453104,4.6977801322937,319.0,Europe/Paris,,,,
LFKM,,St Galmier Airport,45.6072006225586,4.30583000183106,381.0,Europe/Paris,,,,
LFKO,PRP,Propriano Airport,41.6605987548828,8.889749526977539,7.0,Europe/Paris,Propriano Airport,Propriano, Corsica, France
LFKP,,La Tour Du Pin Airport,45.560001373290994,5.38471984863281,299.0,Europe/Paris,,,,
LFKT,,Corte Airport,42.29359817504879,9.19305992126465,350.0,Europe/Paris,,,,
LFKY,,Belley - Peyrieu Airport,45.6949996948242,5.6927800178527805,212.0,Europe/Paris,,,,
LFLG,,Grenoble Le Versoud Airport,45.219200134277294,5.8497200012207005,225.0,Europe/Paris,,,,
LFLK,,Oyonnax-Arbent Airport,46.2792015075684,5.66750001907349,524.0,Europe/Paris,,,,
LFLN,SYT,Saint-Yan Airport,46.4124984741211,4.01325988769531,225.0,Europe/Paris,Saint-Yan Airport[1] (Charolais Bourgogne Sud Airport),Saint-Yan, Burgundy, France
LFLQ,,MontÃ©limar - AncÃ´ne Airport,44.583599,4.740559999999999,70.0,Europe/Paris,,,,
LFLR,,AÃ©rodrome de Saint-Rambert-d'Albon,45.2561,4.825830000000002,150.0,Europe/Paris,,,,
LFME,,NÃ®mes Courbessac Airport,43.8539009094238,4.41360998153687,53.0,Europe/Paris,,,,
LFMF,,Fayence Airport,43.6088981628418,6.70277976989746,207.0,Europe/Paris,,,,
LFMG,,Montagne Noire Airport,43.407501220703104,1.9902800321579,436.0,Europe/Paris,,,,
LFMO,XOG,Orange-Caritat (BA 115) Air Base,44.140499114990206,4.86672019958496,52.0,Europe/Paris,,,,
LFMR,BAE,Barcelonnette - Saint-Pons Airport,44.387198,6.609186,1129.0,Europe/Paris,Barcelonnette – Saint-Pons Airport,Barcelonnette, Alpes-de-Haute-Provence, France
LFMS,,AlÃ¨s-Deaux Airport,44.069698,4.142119999999999,190.0,Europe/Paris,,,,
LFMY,,Salon-de-Provence (BA 701) Air Base,43.60639953613279,5.10925006866455,59.0,Europe/Paris,,,,
LFNA,GAT,Gap - Tallard Airport,44.45500183105471,6.03777980804443,594.0,Europe/Paris,Gap–Tallard Airport,Gap, Provence-Alpes-Côte d'Azur, France
LFNC,SCP,Mont-Dauphin - St-CrÃ©pin Airport,44.701698,6.6002800000000015,890.0,Europe/Paris,Mont-Dauphin - Saint-Crépin Airport[1],Mont-Dauphin, Provence-Alpes-Côte d'Azur, France
LFNF,,AÃ©rodrome de Vinon,43.737801,5.78417,262.0,Europe/Paris,,,,
LFNG,,Montpellier Candillargues Airport,43.6102981567383,4.07028007507324,6.0,Europe/Paris,,,,
LFNL,,St Martin De Londres Airport,43.8008003234863,3.78250002861023,173.0,Europe/Paris,,,,
LFOA,,Avord (BA 702) Air Base,47.053299,2.6325,170.0,Europe/Paris,,,,
LFOD,,Saumur-Saint-Florent Airport,47.256802,-0.115142,76.0,Europe/Paris,,,,
LFOE,EVX,Ã‰vreux-Fauville (BA 105) Air Base,49.0287017822266,1.21985995769501,186.0,Europe/Paris,Évreux-Fauville Air Base,Évreux, Upper Normandy, France
LFOG,,Flers Saint Paul Airport,48.752498626709006,-0.5894439816474909,189.0,Europe/Paris,,,,
LFOI,,Abbeville,50.143501,1.831891,84.0,Europe/Paris,,,,
LFOL,,L'aigle St Michel Airport,48.759700775146506,0.659166991710663,243.0,Europe/Paris,,,,
LFOM,,Lessay Airport,49.20309829711911,-1.50666999816895,31.0,Europe/Paris,,,,
LFON,,Dreux Vernouillet Airport,48.7066993713379,1.36277997493744,133.0,Europe/Paris,,,,
LFOO,LSO,Les Sables-d'Olonne Talmont Airport,46.4768981933594,-1.7227799892425502,32.0,Europe/Paris,Les Sables-d'Olonne – Talmont Airport,Les Sables-d'Olonne, Pays de la Loire, France
LFOQ,,Blois-Le Breuil Airport,47.678502,1.20884,115.0,Europe/Paris,,,,
LFOR,,Chartres â€“ MÃ©tropole Airport,48.4589,1.52389,146.0,Europe/Paris,,,,
LFPA,,Persan Beaumont Airport,49.165798187255895,2.31306004524231,32.0,Europe/Paris,,,,
LFPD,XBX,Bernay â€“ St Martin Airport,49.1027984619,0.566667020321,159.0,Europe/Paris,,,,
LFPE,,Meaux Esbly Airport,48.92779922485349,2.83527994155884,49.0,Europe/Paris,,,,
LFPF,,Beynes Thiverval Airport,48.843601226806605,1.9088900089263896,99.0,Europe/Paris,,,,
LFPH,,Chelles le Pin Airport,48.897800445556605,2.60750007629395,53.0,Europe/Paris,,,,
LFPI,JDP,Paris Issy-les-Moulineaux Heliport,48.8333015441895,2.27277994155884,24.0,Europe/Paris,,,,
LFPM,,Melun-Villaroche Air Base,48.60469818115229,2.6711199283599902,81.0,Europe/Paris,,,,
LFPP,,Le Plessis Belleville Airport,49.1100006103516,2.7380599975585898,112.0,Europe/Paris,,,,
LFPX,,Chavenay Villepreux Airport,48.843601226806605,1.9822200536727896,127.0,Europe/Paris,,,,
LFPY,,BrÃ©tigny sur Orge Air Base,48.5961,2.33222,78.0,Europe/Paris,,,,
LFPZ,,Saint-Cyr-l'Ã‰cole Airport,48.8114013671875,2.07471990585327,106.0,Europe/Paris,,,,
LFQA,,Reims-Prunay Airport,49.2086982727051,4.15657997131348,84.0,Europe/Paris,,,,
LFQD,,Arras Roclincourt Airport,50.32389831542971,2.8027799129486097,112.0,Europe/Paris,,,,
LFQE,,Ã‰tain-Rouvres Air Base,49.2268981933594,5.67222023010254,212.0,Europe/Paris,,,,
LFQF,,Autun-Bellevue Airport,46.9673004150391,4.26057004928589,241.0,Europe/Paris,,,,
LFQH,,ChÃ¢tillon Sur Seine Airfield,47.843924,4.580045,266.0,Europe/Paris,,,,
LFQI,,Cambrai-Ã‰pinoy (BA 103) Air Base,50.221802,3.15424,67.0,Europe/Paris,,,,
LFQJ,XME,Maubeuge-Ã‰lesmes Airport,50.31050109863279,4.03312015533447,141.0,Europe/Paris,,,,
LFQK,,ChÃ¢lons Ecury Sur Coole Airport,48.906101226806605,4.35416984558106,90.0,Europe/Paris,,,,
LFQM,,BesanÃ§on-La VÃ¨ze Airport,47.2066,6.083681,392.0,Europe/Paris,,,,
LFQO,,Lille/Marcq-en-Baroeul Airport,50.687198638916,3.0755600929260294,18.0,Europe/Paris,,,,
LFQS,,Vitry en Artois Airfield,50.338299,2.99333,47.0,Europe/Paris,,,,
LFQW,,Vesoul-Frotey Airport,47.6376,6.20392,360.0,Europe/Paris,,,,
LFRE,LBY,La Baule-Escoublac Airport,47.2893981933594,-2.3463900089263903,14.0,Europe/Paris,La Baule-Escoublac Airport,La Baule-Escoublac, Pays de la Loire, France
MUMA,UMA,Punta de Maisi Airport,20.2506008148,-74.15049743649999,16.0,America/Havana,,,,
LFRJ,LDV,Landivisiau Air Base,48.530300140380895,-4.15163993835449,103.0,Europe/Paris,Landivisiau Air Base,Landivisiau, Brittany, France
LFRL,,LanvÃ©oc-Poulmic Air Base,48.281700134277294,-4.44502019882202,94.0,Europe/Paris,,,,
LFSA,,BesanÃ§onâ€“Thise Airport,47.2747001648,6.0841698646500015,244.0,Europe/Paris,,,,
LFSH,,Haguenau Airport,48.7943000793,7.8176097869899985,148.0,Europe/Paris,,,,
LFSI,,Saint-Dizier-Robinson (BA 113) Air Base,48.6360015869141,4.8994197845459,120.0,Europe/Paris,,,,
LFSO,,Nancy-Ochey (BA 133) Air Base,48.5830993652344,5.954999923706058,322.0,Europe/Paris,,,,
LFSX,,Luxeuil-Saint-Sauveur (BA 116) Air Base,47.7830556,6.36416667,259.0,Europe/Paris,,,,
LFTM,,Serres - La BÃ¢tie-MontsalÃ©on Airport,44.4583015441895,5.72833013534546,719.0,Europe/Paris,,,,
LFXA,,AmbÃ©rieu Air Base (BA 278),45.987301,5.3284400000000005,241.0,Europe/Paris,,,,
LFXB,,Saintes ThÃ©nac Airport,45.701900482177706,-0.63611102104187,20.0,Europe/Paris,,,,
LFXI,,Apt St Christol Air Base,44.058234000000006,5.494654,822.0,Europe/Paris,,,,
LFYL,,Lure Malbouhans Air Base,47.7047,6.5458300000000005,337.0,Europe/Paris,,,,
LFYS,,Ste LÃ©ocadie Airport,42.4472007751465,2.01082992553711,1313.0,Europe/Paris,,,,
LG54,,Tympaki Airport,35.0637016296,24.7674007416,7.0,Europe/Athens,,,,
LGAX,,Alexandria Airport,40.6511001586914,22.4887008666992,8.0,Europe/Athens,,,,
LGRD,,Maritsa Airport,36.3830986022949,28.1089000701904,44.0,Europe/Athens,,,,
LGSP,SPJ,Sparti Airport,36.9738998413086,22.5263004302978,114.0,Europe/Athens,Sparti Airport,Sparti (Sparta),, Greece
LGTP,,Tripolis Airport,37.5306015014648,22.403600692749,626.0,Europe/Athens,,,,
LH58,,CsÃ¡kvÃ¡r Airport,47.3508987427,18.4300003052,151.0,Europe/Budapest,,,,
LHFM,,FertÅ‘szentmiklÃ³s Airport,47.582802,16.8454,90.0,Europe/Budapest,,,,
LHKE,,KecskemÃ©t Airport,46.9174995422363,19.74920082092289,100.0,Europe/Budapest,,,,
LHNY,,NyÃ­regyhÃ¡za Airport,47.9838981628418,21.6923007965088,61.0,Europe/Budapest,,,,
LHSA,,SzentkirÃ¡lyszabadja Airport,47.0778999328613,17.9683990478516,253.0,Europe/Budapest,,,,
LHSN,,Szolnok Airport,47.122897,20.2355,91.0,Europe/Budapest,,,,
lhkk,,KiskunlachÃ¡za-airport,47.1688852045,19.0849685669,97.0,Europe/Budapest,,,,
LHTL,,TÃ¶kÃ¶l Airport,47.3452987671,18.9808006287,98.0,Europe/Budapest,,,,
LIAF,,Foligno Airport,42.9328,12.7101,218.0,Europe/Rome,,,,
LIAP,QAQ,L'Aquilaâ€“Preturo Airport,42.379902,13.3092,651.0,Europe/Rome,L'Aquila–Preturo Airport[1],L'Aquila, Abruzzo, Italy
LIAU,,Capua Airport,41.116001,14.178,11.0,Europe/Rome,,,,
LIBA,,Amendola Air Base,41.541401,15.7181,50.0,Europe/Rome,,,,
LIBV,,Gioia Del Colle Air Base,40.767799,16.9333,340.0,Europe/Rome,,,,
LICP,,Palermo-Boccadifalco Airport,38.110802,13.3133,97.0,Europe/Rome,,,,
LIDA,,Asiago Airport,45.886902,11.5169,1030.0,Europe/Rome,,,,
LIDB,BLX,Belluno Airport,46.166549,12.250389,375.0,Europe/Rome,Belluno Airport,Belluno, Veneto, Italy
LIDE,,Reggio Emilia Airport,44.698299,10.6628,36.0,Europe/Rome,,,,
LIDF,,Fano Airport,43.826,13.0275,11.0,Europe/Rome,,,,
LIDG,,Lugo Di Romagna Airport,44.398201,11.8548,8.0,Europe/Rome,,,,
LIDR,RAN,Ravenna Airport,44.36391,12.224978,8.0,Europe/Rome,Ravenna Airport[1],Ravenna, Emilia-Romagna, Italy
LIDT,,Trento-Mattarello Airport,46.0214,11.1242,129.0,Europe/Rome,,,,
LILA,,Alessandria Airport,44.925201,8.62513,86.0,Europe/Rome,,,,
LILC,,Calcinate Del Pesce Airport,45.8097,8.76806,236.0,Europe/Rome,,,,
LILE,,Biella-Cerrione Airport,45.4953,8.102780000000001,269.0,Europe/Rome,,,,
LILH,,Voghera-Rivanazzano Airport,44.952,9.01653,130.0,Europe/Rome,,,,
LILM,,Casale Monferrato Airport,45.111198,8.45603,98.0,Europe/Rome,,,,
LILO,,Sondrio Caiolo Airport,46.154202000000005,9.79806,272.0,Europe/Rome,,,,
LILQ,,Massa Cinquale Airport,43.986004,10.1428002,7.0,Europe/Rome,,,,
LIMA,,Torino-Aeritalia Airport,45.086399,7.60337,280.0,Europe/Rome,,,,
LIMB,,Milano-Bresso Airport,45.542198,9.20333,145.0,Europe/Rome,,,,
LIMR,,Novi Ligure Airport,44.779999,8.786389999999999,175.0,Europe/Rome,,,,
LINL,,Lecce-San Cataldo Airport,40.35974,18.297923,14.0,Europe/Rome,,,,
LIPC,,Cervia Air Base,44.224201,12.3072,6.0,Europe/Rome,,,,
LIPD,UDN,Udine-Campoformido Air Base,46.0322,13.1868,80.0,Europe/Rome,Campoformido Airport[1],Udine, Friuli-Venezia Giulia, Italy
LIPF,,Ferrara Airport,44.816002000000005,11.6134,8.0,Europe/Rome,,,,
LIPG,,Gorizia Airport,45.906898,13.5993,53.0,Europe/Rome,,,,
LIPI,,Rivolto Air Base,45.978699,13.0493,51.0,Europe/Rome,,,,
LIPL,,Ghedi Air Base,45.432201,10.2677,89.0,Europe/Rome,,,,
LIPN,,Verona-Boscomantico Airport,45.472,10.9279,80.0,Europe/Rome,,,,
LIPS,,Istrana Air Base,45.684898,12.0829,30.0,Europe/Rome,,,,
LIPV,,Venice-Lido Airport,45.428299,12.3881,6.0,Europe/Rome,,,,
LIQL,LCV,Lucca-Tassignano Airport,43.825825,10.577928,10.0,Europe/Rome,Lucca-Tassignano Airport,Lucca, Tuscany, Italy
LIQN,QRT,Rieti Airport,42.4272,12.8517,381.0,Europe/Rome,,,,
LIQW,QLP,Sarzana-Luni Air Base,44.088001,9.98795,11.0,Europe/Rome,,,,
LIRE,,Pratica Di Mare Air Base,41.654499,12.4452,10.0,Europe/Rome,,,,
LIRG,,Guidonia Air Base,41.990299,12.7408,89.0,Europe/Rome,,,,
LIRH,,Frosinone Air Base,41.6464,13.2998,175.0,Europe/Rome,,,,
LIRM,,Grazzanise Air Base,41.060799,14.0819,9.0,Europe/Rome,,,,
LIRU,,Urbe Airport,41.9519,12.4989,14.0,Europe/Rome,,,,
LIRV,,Viterbo Airport,42.430199,12.0642,297.0,Europe/Rome,,,,
LIVD,,Dobbiaco - Toblach Airport,46.727021,12.230723,1201.0,Europe/Rome,,,,
LJCE,,Cerklje Airport,45.900001525879,15.530200004578,149.0,Europe/Ljubljana,,,,
LJDI,,DivaÄa Airport,45.6819000244141,14.002799987793,418.0,Europe/Ljubljana,,,,
LJSG,,Slovenj Gradec Airport,46.47200012207029,15.116999626159696,490.0,Europe/Ljubljana,,,,
CZ-0151,,BaÅ¡ka,49.6430556,18.3516667,335.0,Europe/Prague,,,,
LKBA,,BÅ™eclav Airport,48.7900009155274,16.8924999237061,152.0,Europe/Prague,,,,
LKBO,,BohuÅˆovice Airport,49.6706008911133,17.2950000762939,222.0,Europe/Prague,,,,
LKBR,,Broumov Airport,50.5619010925293,16.3428001403809,398.0,Europe/Prague,,,,
LKBU,,Bubovice Airport,49.9743995666504,14.1780996322632,417.0,Europe/Prague,,,,
LKCH,,Chomutov Airfield,50.468899,13.4681,332.0,Europe/Prague,,,,
LKCM,,MedlÃ¡nky Airport,49.2366981506348,16.5550003051758,251.0,Europe/Prague,,,,
LKCR,,Chrudim Airport,49.9364013671875,15.7805995941162,285.0,Europe/Prague,,,,
LKCS,,ÄŒeskÃ© BudÄ›jovice Airport,48.9463996887207,14.4274997711182,416.0,Europe/Prague,,,,
LKHB,,HavlÃ­ÄkÅ¯v Brod Airport,49.597198486328,15.549200057983,456.0,Europe/Prague,,,,
LKHK,,Hradec KrÃ¡lovÃ© Airport,50.253201,15.8452,223.0,Europe/Prague,,,,
LKHS,,Hosin Airport,49.040000915527294,14.494999885559098,485.0,Europe/Prague,,,,
LKHV,,HoÅ™ovice Airport,49.84809875488279,13.893500328064,373.0,Europe/Prague,,,,
LKKM,,KromÄ›Å™Ã­Å¾ Airport,49.285599,17.4158,168.0,Europe/Prague,,,,
LKKO,,KolÃ­n Airport,50.0019,15.1733,262.0,Europe/Prague,,,,
CZ-0064,,KramolÃ­n UL,48.915,14.726389,497.0,Europe/Prague,,,,
LKKR,,Krnov Airport,50.0741996765137,17.6947002410889,357.0,Europe/Prague,,,,
LKKT,,Klatovy Airport,49.4183006286621,13.3219003677368,389.0,Europe/Prague,,,,
LKLB,,Liberec Airport,50.7682991027832,15.0249996185303,393.0,Europe/Prague,,,,
LKLN,,PlzeÅˆ-LÃ­nÄ› Airport,49.675201416016,13.274600028992,355.0,Europe/Prague,,,,
LKLT,,LetÅˆany Airport,50.1314010620117,14.5256004333496,271.0,Europe/Prague,,,,
LKMB,,MladÃ¡ Boleslav Airport,50.3983,14.8983,222.0,Europe/Prague,,,,
LKMK,,MoravskÃ¡ TÅ™ebovÃ¡ Airport,49.7983016967774,16.687799453735305,391.0,Europe/Prague,,,,
LKMO,,Most Airport,50.5250015258789,13.6830997467041,321.0,Europe/Prague,,,,
CZ-0155,,LetiÅ¡tÄ› NÃ¡chod,50.41305560000001,16.1216667,429.0,Europe/Prague,,,,
LKNA,,NÃ¡mÄ›Å¡Å¥ Air Base,49.165798187255895,16.124900817871097,447.0,Europe/Prague,,,,
LKNM,,Nove Mesto Airport,50.364200592040994,16.113599777221697,296.0,Europe/Prague,,,,
LKOL,OLO,Olomouc-NeÅ™edÃ­n Airport,49.587799072266,17.210800170898,243.0,Europe/Prague,Olomouc Airport (Neředín Airport),Olomouc,, Czech Republic
LKOT,,ZlÃ­n Otrokovice Airfield,49.198299,17.517799,162.0,Europe/Prague,,,,
CZ-0128,,VelkÃ© Pavlovice ULM,48.8805556,16.825,163.0,Europe/Prague,,,,
LKPA,,Policka Airport,49.7393989562988,16.2588996887207,595.0,Europe/Prague,,,,
LKPL,,Letkov Airport,49.72309875488279,13.4521999359131,411.0,Europe/Prague,,,,
LKPM,,Pribram Airport,49.720100402832,14.100600242614698,444.0,Europe/Prague,,,,
LKPN,,PodhoÅ™any Airport,49.939201355,15.5496997833,374.0,Europe/Prague,,,,
LKPS,,Plasy Rybnice Airport,49.9202995300293,13.3768997192383,430.0,Europe/Prague,,,,
LKRK,,Rakovnik Airport,50.0942001,13.68889999,378.0,Europe/Prague,,,,
CZ-0123,,Å tÄ›tÃ­ Airstrip,50.465,14.4061111,232.0,Europe/Prague,,,,
LKST,,Strakonice Airport,49.2517013549805,13.8928003311157,410.0,Europe/Prague,,,,
LKSU,,Å umperk Airport,49.960601806640994,17.017799377441,329.0,Europe/Prague,,,,
LKTC,,ToÄnÃ¡ Airfield,49.9852982,14.426099800000005,300.0,Europe/Prague,,,,
CZ-0057,,[Duplicate] ÃšstÃ­ nad Labem,50.699722,13.969722,234.0,Europe/Prague,,,,
LKUL,,Usti Nad Labem Airfield,50.699699,13.9697,234.0,Europe/Prague,,,,
LKVM,,LetiÅ¡tÄ› VysokÃ© MÃ½to,49.926899,16.185801,292.0,Europe/Prague,,,,
LKVO,VOD,Vodochody Airport,50.216599,14.3958,271.0,Europe/Prague,Vodochody Airport,Prague,, Czech Republic
LKZN,,Znojmo Airport,48.817798614502,16.0657997131348,248.0,Europe/Prague,,,,
LL53,,Olson Airport,42.0088996887207,-88.4576034545898,291.0,America/Chicago,,,,
LLNV,VTM,Nevatim Air Base,31.2082996368,35.012298584,387.0,Asia/Jerusalem,Nevatim Airbase[1],Nevatim,, Israel
LLRD,,Ramat David Air Base,32.6651000976562,35.179500579834,36.0,Asia/Jerusalem,,,,
LLRM,MIP,Ramon Air Base,30.7761001586914,34.6666984558106,628.0,Asia/Jerusalem,,,,
LNMC,MCM,Monaco Heliport,43.7256011963,7.419169902799998,9.0,Europe/Monaco,,,,
LOAG,,Krems Airport,48.446389,15.634167,306.0,Europe/Vienna,,,,
AT-0005,,Retzer Land Heliport,48.7545,15.9622,228.0,Europe/Vienna,,,,
LOAR,,Segelflugfeld Altlichtenwarth,48.6661,16.825,179.0,Europe/Vienna,,,,
LOAS,,Spitzerberg Airport,48.1022,16.935301000000006,191.0,Europe/Vienna,,,,
LOGF,,Fuerstenfeld Airport,47.0625,16.085599899292,241.0,Europe/Vienna,,,,
LOGG,,Flugplatz Punitz,47.14653,16.316843,268.0,Europe/Vienna,,,,
LOGK,,Kapfenberg Airport,47.458302,15.33,517.0,Europe/Vienna,,,,
LOGM,,Mariazell Airport,47.788299560546896,15.3016996383667,852.0,Europe/Vienna,,,,
LOGO,,Niederoeblarn Airport,47.478298,14.0083,650.0,Europe/Vienna,,,,
LOGP,,Pinkafeld Airport,47.3866844177246,16.1126728057861,389.0,Europe/Vienna,,,,
LOIK,,Langkampfen Airport,47.5651168823242,12.1280698776245,479.0,Europe/Vienna,,,,
LOLE,,Eferding Airport,48.338333,13.985278,262.0,Europe/Vienna,,,,
LOLF,,Freistadt Airport,48.514722,14.408889000000002,671.0,Europe/Vienna,,,,
LOLG,,St. Georgen Am Ybbsfelde Airport,48.103599548339794,14.9507999420166,253.0,Europe/Vienna,,,,
LOLO,,Linz-Ost Airport,48.29999923706061,14.3332996368408,245.0,Europe/Vienna,,,,
LOLS,,Schaerding-Suben Airport,48.4033012390137,13.4483003616333,326.0,Europe/Vienna,,,,
LOLW,,Wels Airport,48.18330001831061,14.0409002304077,303.0,Europe/Vienna,,,,
LOXN,,Wiener Neustadt West Airport,47.8400001525879,16.221700668335,258.0,Europe/Vienna,,,,
LOXT,,Brumowski  Air Base,48.3167,16.116699,169.0,Europe/Vienna,,,,
LPAR,AVR,Alverca Airport,38.883301,-9.0301,14.0,Europe/Lisbon,,,,
LPBJ,BYJ,Beja International Airport,38.0788993835,-7.932400226589999,178.0,Europe/Lisbon,Beja Airport,Beja,, Portugal
LPBR,BGZ,Braga Municipal Aerodrome,41.5871009827,-8.44513988495,68.0,Europe/Lisbon,Braga Airport,Braga,, Portugal
LPEV,,Ã‰vora Airport,38.533501,-7.889639999999999,221.0,Europe/Lisbon,,,,
LPIN,,Espinho Airport,40.9742012023926,-8.64443969726563,8.0,Europe/Lisbon,,,,
LPMR,QLR,Monte Real Air Base,39.8283333,-8.8875,21.0,Europe/Lisbon,Monte Real Air Base,Monte Real,, Portugal
LPMT,,Montijo Airport,38.7038993835,-9.03592014313,8.0,Europe/Lisbon,,,,
LPOV,,Ovar Airport,40.915901184082,-8.64591979980469,12.0,Europe/Lisbon,,,,
LPST,,Sintra Airport,38.8311004638672,-9.33955001831055,113.0,Europe/Lisbon,,,,
LPVL,,Vilar Da Luz Airport,41.277290344238295,-8.51620674133301,209.0,Europe/Lisbon,,,,
LPVZ,VSE,Viseu Airport,40.7254981994629,-7.888989925384519,623.0,Europe/Lisbon,Viseu Airport[1],Viseu,, Portugal
LQTZ,TZL,Tuzla International Airport,44.4586982727051,18.7248001098633,232.0,Europe/Sarajevo,Tuzla International Airport,Tuzla,, Bosnia and Herzegovina
LS69,,L J Earnest Airport,32.6435012817383,-93.6623992919922,47.0,America/Chicago,,,,
LSGB,,Bex Airport,46.25830078125,6.98639011383057,391.0,Europe/Zurich,,,,
LSGE,,Ecuvillens Airport,46.755001068115206,7.07610988616943,691.0,Europe/Zurich,,,,
LSGL,QLS,Lausanne-BlÃ©cherette Airport,46.54529953,6.616670131679999,590.0,Europe/Zurich,,,,
LSGP,,La CÃ´te Airport,46.4063987731934,6.25805997848511,406.0,Europe/Zurich,,,,
LSGT,,Gruyeres Airport,46.594200134277294,7.09443998336792,677.0,Europe/Zurich,,,,
LSGY,,Yverdon-les-Bains Airport,46.7619018555,6.61332988739,434.0,Europe/Zurich,,,,
