icao,iata,name,lat,lon,elev,tz,name_ext,city,region,country
KJEF,JEF,Jefferson City Memorial Airport,38.5912,-92.1561,165.0,America/Chicago,Jefferson City Memorial Airport,Jefferson City, Missouri, United States
KBVU,BLD,Boulder City Municipal Airport,35.5651,-114.514,1391.0,America/Phoenix,,,,
EGPW,UNT,Unst Airport,60.7472,-0.85385,28.0,Europe/London,,,,
KPVC,PVC,Provincetown Muni,42.071945,-70.22139,11.0,America/New_York,Provincetown Municipal Airport,Provincetown, Massachusetts, United States
TFFJ,SBH,Saint Barthelemy,17.9023,-62.8324,38.0,America/St_Barthelemy,Gustaf III Airport,Gustavia,, Saint Barthélemy
UUOT,TBW,Tambow,52.81,41.48,112.0,Europe/Moscow,Tambov Donskoye Airport,Tambov, Tambov Oblast, Russia
EGEO,OBN,Oban Airport,56.464,-5.4,15.0,Europe/London,Oban Airport[1] (North Connel Airport),Oban, Scotland, United Kingdom
RJNS,FSZ,Mt. Fuji Shizuoka Airport,34.796111,138.18944399999998,124.0,Asia/Tokyo,Shizuoka Airport (Mt. Fuji Shizuoka Airport),Shizuoka, Honshu, Japan
SSER,ERM,Erechim Airport,-27.6619,-52.2683,737.0,America/Sao_Paulo,Erechim Airport,Erechim, Rio Grande do Sul, Brazil
LFLJ,CVF,Courchevel Airport,45.3967,6.63472,1997.0,Europe/Paris,Courchevel Altiport,Courchevel, Rhône-Alpes, France
KFUL,FUL,Fullerton Municipal Airport,33.521925,-117.584722,97.0,America/Los_Angeles,Fullerton Municipal Airport,Fullerton, California, United States
UTSA,NVI,Navoi Airport,40.1172,65.1708,338.0,Asia/Samarkand,Navoi International Airport[1],Navoiy,, Uzbekistan
DAAS,QSF,Ain Arnat Airport,36.1781,5.32449,1003.0,Africa/Algiers,Ain Arnat Airport,Sétif,, Algeria
LFBH,LRH,La Rochelle-Ile de Re,46.1792,-1.19528,16.0,Europe/Paris,La Rochelle – Île de Ré Airport,La Rochelle, Poitou-Charentes, France
KSUN,SUN,Friedman Mem,43.504444,-114.296194,1601.0,America/Boise,Friedman Memorial Airport,Hailey / Sun Valley, Idaho, United States
KMCW,MCW,Mason City Municipal,43.2247,-93.4067,380.0,America/Chicago,Mason City Municipal Airport,Mason City, Iowa, United States
UUDL,IAR,Tunoshna,57.560666676667005,40.157369454444,91.0,Europe/Moscow,Tunoshna Airport,Yaroslavl, Yaroslavl Oblast, Russia
LSGN,QNC,Neuchatel Airport,46.9575,6.864719999999998,430.0,Europe/Zurich,,,,
LSZL,ZJI,Locarno Airport,46.1608,8.87861,198.0,Europe/Zurich,,,,
NTAM,RMT,Rimatara,-22.637253,-152.805192,16.0,Pacific/Tahiti,Rimatara Airport[1],Rimatara, Austral Islands, French Polynesia
UITT,UKX,Ust-Kut,56.85,105.7167,643.0,Asia/Irkutsk,Ust-Kut Airport,Ust-Kut, Irkutsk Oblast, Russia
AGRC,RIN,Ringi Cove Airport,-8.126389999999999,157.143,12.0,Pacific/Guadalcanal,Ringgi Cove Airport[1],Ringgi Cove,, Solomon Islands
TJAB,ARE,Antonio Juarbe Pol Airport,18.451111,-66.675556,12.0,America/Puerto_Rico,Antonio (Nery) Juarbe Pol Airport (FAA: ABO),Arecibo, Puerto Rico, United States
KEAT,EAT,Pangborn Field,47.398,-120.206,364.0,America/Los_Angeles,Pangborn Memorial Airport,Wenatchee, Washington, United States
EDWG,AGE,Wangerooge Airport,53.7828,7.9138899999999985,6.0,Europe/Berlin,Wangerooge Airfield,Wangerooge, Lower Saxony, Germany
KOSH,OSH,Wittman Regional Airport,44.024983,-88.55133599999998,234.0,America/Chicago,Wittman Regional Airport,Oshkosh, Wisconsin, United States
UMBB,BQT,Brest,52.06,23.53,118.0,Europe/Warsaw,Brest Airport,Brest,, Belarus
UKLT,TNL,Ternopol,49.31,25.42,349.0,Europe/Kiev,Ternopil International Airport,Ternopil,, Ukraine
UKRR,CEJ,Chernigov,51.24,31.09,136.0,Europe/Kiev,,,,
UKLC,UKC,Lutsk,50.6833,25.4833,221.0,Europe/Kiev,Lutsk Airport[1],Lutsk,, Ukraine
YSNW,NOA,Nowra Airport,-34.9489,150.537,105.0,Australia/Sydney,NAS Nowra[1],Nowra, New South Wales, Australia
YPTN,KTR,Tindal Airport,-14.5211,132.378,122.0,Australia/Darwin,RAAF Base Tindal,Katherine, Northern Territory, Australia
ZMCD,COQ,Choibalsan Airport,48.1357,114.646,728.0,Asia/Choibalsan,Choibalsan Airport,Choibalsan,, Mongolia
YTRE,TRO,Taree Airport,-31.8886,152.514,6.0,Australia/Sydney,Taree Airport[1],Taree, New South Wales, Australia
YORG,OAG,Orange Airport,-33.3817,149.13299999999995,942.0,Australia/Sydney,Orange Airport[1],Orange, New South Wales, Australia
YGFN,GFN,Grafton Airport,-29.7594,153.03,31.0,Australia/Sydney,Clarence Valley Regional Airport,Grafton, New South Wales, Australia
RPUW,MRQ,Marinduque Airport,13.360967,121.825583,18.0,Asia/Manila,Marinduque Airport,Marinduque Island,, Philippines
OIHH,HDM,Hamadan Airport,34.869167,48.5525,1742.0,Asia/Tehran,Hamadan Airport,Hamadan,, Iran
CYIF,YIF,St Augustin Airport,51.2117,-58.6583,13.0,America/Blanc-Sablon,Saint-Augustin Airport,Saint-Augustin / Pakuashipi, Quebec, Canada
TJCG,VQS,Vieques Airport,18.1158,-65.4227,7.0,America/Puerto_Rico,,,,
VYKL,KMV,Kalay Airport,23.188811,94.051094,116.0,Asia/Yangon,Kalaymyo Airport (Kalemyo Airport),Kalaymyo,, Myanmar
TFFS,LSS,Terre-de-Haut Airport,15.8644,-61.5806,13.0,America/Guadeloupe,Les Saintes Airport,Terre-de-Haut Island, Îles des Saintes, Guadeloupe
LTBR,YEI,Yenisehir Airport,40.255208,29.562569,231.0,Europe/Istanbul,Yenişehir Airport,Bursa,, Turkey
LTBU,TEQ,TekirdaÄŸ Ã‡orlu Airport,41.13825,27.919094,165.0,Europe/Istanbul,Tekirdağ Çorlu Airport,Tekirdağ,, Turkey
LTCM,SIC,Sinop Airport,42.0158,35.0664,12.0,Europe/Istanbul,Sinop Airport,Sinop,, Turkey
LTCK,MSR,Mus Airport,38.747769,41.661236,1263.0,Europe/Istanbul,Muş Airport,Muş,, Turkey
LTBH,CKZ,Canakkale Airport,40.137722,26.426777,11.0,Europe/Istanbul,Çanakkale Airport,Çanakkale,, Turkey
LTBY,AOE,Anadolu Airport,39.809858,30.519378000000003,792.0,Europe/Istanbul,Anadolu Airport,Eskişehir,, Turkey
FYKM,MPA,Katima Mulilo Airport,-17.6344,24.1767,944.0,Africa/Windhoek,Katima Mulilo Airport (Mpacha Airport),Katima Mulilo,, Namibia
FYWB,WVB,Walvis Bay Airport,-22.9799,14.6453,77.0,Africa/Windhoek,Walvis Bay Airport,Walvis Bay,, Namibia
SULS,PDP,Capitan Corbeta C A Curbelo International Airport,-34.855139,-55.094278,23.0,America/Montevideo,Capitán de Corbeta Carlos A. Curbelo International Airport,Punta del Este,, Uruguay
OPST,SKT,Sialkot Airport,32.5356,74.3639,239.0,Asia/Karachi,Sialkot International Airport,Sialkot,, Pakistan
CYVB,YVB,Bonaventure Airport,48.0711,-65.4603,26.0,America/Toronto,Bonaventure Airport,Bonaventure, Quebec, Canada
MHBL,BHG,Brus Laguna Airport,15.7631,-84.5436,9.0,America/Tegucigalpa,,,,
HKSB,UAS,Samburu South Airport,0.530583,37.5342,937.0,Africa/Nairobi,Samburu Airport[1] (Buffalo Spring Airport),Samburu,, Kenya
ZYCY,CHG,Chaoyang Airport,41.5381,120.435,150.0,Asia/Shanghai,Chaoyang Airport,Chaoyang, Liaoning, China
NVSW,WLH,Walaha Airport,-15.412,167.69099999999997,38.0,Pacific/Efate,Walaha Airport[1],Walaha,, Vanuatu
WBTM,TGC,Tanjung Manis Airport,2.17784,111.202,9.0,Asia/Kuching,Tanjung Manis Airport[1],Tanjung Manis, Sarawak, Malaysia
WBGL,LKH,Long Akah Airport,3.3,114.783,79.0,Asia/Kuching,Long Akah Airport[2],Long Akah, Sarawak, Malaysia
HSGN,EGN,Geneina Airport,13.4817,22.4672,791.0,Africa/Khartoum,Geneina Airport,Geneina,, Sudan
PATG,TOG,Togiak Airport,59.0528,-160.39700000000005,11.0,America/Anchorage,Togiak Airport,Togiak, Alaska, United States
PAPH,PTH,Port Heiden Airport,56.9591,-158.63299999999995,19.0,America/Anchorage,Port Heiden Airport,Port Heiden, Alaska, United States
PAVC,KVC,King Cove Airport,55.1163,-162.266,39.0,America/Nome,King Cove Airport,King Cove, Alaska, United States
PANW,KNW,New Stuyahok Airport,59.4499,-157.328,62.0,America/Anchorage,New Stuyahok Airport,New Stuyahok, Alaska, United States
PAIG,IGG,Igiugig Airport,59.324,-155.90200000000004,35.0,America/Anchorage,Igiugig Airport,Igiugig, Alaska, United States
VISM,SLV,Shimla Airport,31.081803000000004,77.06796700000002,1531.0,Asia/Kolkata,Shimla Airport,Simla, Himachal Pradesh, India
VAND,NDC,Nanded Airport,19.1833,77.3167,371.0,Asia/Kolkata,Shri Guru Gobind Singh Ji Airport,Nanded, Maharashtra, India
VIGG,DHM,Kangra Airport,32.1651,76.2634,748.0,Asia/Kolkata,Gaggal Airport,Kangra, Himachal Pradesh, India
OIFS,CQD,Shahre Kord Airport,32.2972,50.8422,2034.0,Asia/Tehran,Shahrekord Airport,Shahrekord,, Iran
AGGS,EGM,Sege Airport,-8.57889,157.876,7.0,Pacific/Guadalcanal,Seghe Airport,Seghe, Western Province, Solomon Islands
LEBG,RGS,Burgos Airport,42.357628000000005,-3.620764,896.0,Europe/Madrid,Burgos Airport,Burgos, Castile and León, Spain
LELN,LEN,Leon Airport,42.589,-5.655556,912.0,Europe/Madrid,León Airport,León, Castile and León, Spain
PADE,DRG,Deering Airport,66.0696,-162.766,10.0,America/Nome,Deering Airport (FAA: DEE),Deering, Alaska, United States
UTSN,AFS,Sugraly Airport,41.6139,64.2332,402.0,Asia/Samarkand,Zarafshan Airport,Zarafshan,, Uzbekistan
LTCR,MQM,Mardin Airport,37.2233,40.6317,507.0,Europe/Istanbul,Mardin Airport,Mardin,, Turkey
ZWTC,TCG,Tacheng Airport,46.6725,83.3408,601.0,Asia/Shanghai,Tacheng Airport[1],Tacheng, Xinjiang, China
SELA,LGQ,Nueva Loja Airport,0.093056,-76.8675,292.0,America/Guayaquil,,,,
OITP,PFQ,Parsabade Moghan Airport,39.603606,47.8815,74.0,Asia/Tehran,Parsabad-Moghan Airport[1],Parsabad,, Iran
OICI,IIL,Ilam Airport,33.586606,46.404842,1334.0,Asia/Tehran,Ilam Airport[1],Ilam,, Iran
OING,GBT,Gorgan Airport,36.909381,54.401339,-3.0,Asia/Tehran,Gorgan Airport[2],Gorgan,, Iran
OITM,ACP,Sahand Airport,37.348017,46.127903,1326.0,Asia/Tehran,Sahand Airport,Maragheh,, Iran
RPVU,TBH,Romblon Airport,12.311,122.085,9.0,Asia/Manila,Tugdan Airport,Tablas Island,, Philippines
ZGWZ,WUZ,Changzhoudao Airport,23.4567,111.248,36.0,Asia/Shanghai,,,,
ZWHM,HMI,Hami Airport,42.8414,93.6692,825.0,Asia/Shanghai,Hami Airport (Kumul Airport),Hami, Xinjiang, China
PASD,SDP,Sand Point Airport,55.315,-160.523,5.0,America/Anchorage,Sand Point Airport,Sand Point, Alaska, United States
VEGK,GOP,Gorakhpur Airport,26.739708,83.449708,76.0,Asia/Kolkata,Gorakhpur Airport,Gorakhpur, Uttar Pradesh, India
SKAC,ACR,Araracuara Airport,-0.58,-72.41,231.0,America/Bogota,Araracuara Airport,Araracuara,, Colombia
KHGR,HGR,Hagerstown Regional Richard A Henson Field,39.7079,-77.7295,206.0,America/New_York,Hagerstown Regional Airport (Richard A. Henson Field),Hagerstown, Maryland, United States
CYBD,QBC,Bella Coola Airport,52.3875,-126.596,33.0,America/Vancouver,Bella Coola Airport,Bella Coola, British Columbia, Canada
ESUP,PJA,Pajala Airport,67.2456,23.0689,146.0,Europe/Stockholm,Pajala Airport,Pajala,, Sweden
PAPC,KPC,Port Clarence Coast Guard Station,65.2537,-166.859,10.0,America/Nome,Port Clarence Coast Guard Station,Port Clarence, Alaska, United States
SBGV,GVR,Governador Valadares Airport,-18.8952,-41.9822,151.0,America/Sao_Paulo,Coronel Altino Machado de Oliveira Airport,Governador Valadares, Minas Gerais, Brazil
ULMK,KVK,Kirovsk-Apatity Airport,67.4633,33.5883,147.0,Europe/Moscow,Kirovsk-Apatity Airport (Khibiny Airport),Kirovsk / Apatity, Murmansk Oblast, Russia
RPUY,CYZ,Cauayan Airport,16.929861,121.753036,54.0,Asia/Manila,Cauayan Airport,Cauayan,, Philippines
MRTR,TMU,Tambor Airport,9.73852,-85.0138,8.0,America/Costa_Rica,Tambor Airport,Tambor,, Costa Rica
MRAN,FON,Arenal Airport,10.478,-84.6345,211.0,America/Costa_Rica,La Fortuna Arenal Airport,La Fortuna,, Costa Rica
DNIM,QOW,Imo Airport,5.42706,7.20603,98.0,Africa/Lagos,Sam Mbakwe Airport,Owerri,, Nigeria
PARC,ARC,Arctic Village Airport,68.1147,-145.579,677.0,America/Anchorage,Arctic Village Airport,Arctic Village, Alaska, United States
CYTQ,YTQ,Tasiujaq Airport,58.6678,-69.9558,52.0,America/Toronto,Tasiujaq Airport,Tasiujaq, Quebec, Canada
CYPX,YPX,Puvirnituq Airport,60.0506,-77.2869,10.0,America/Toronto,Puvirnituq Airport,Puvirnituq, Quebec, Canada
RPVO,OMC,Ormoc Airport,11.057997,124.565322,21.0,Asia/Manila,Ormoc Airport,Ormoc,, Philippines
PAWN,WTK,Noatak Airport,67.5661,-162.975,17.0,America/Nome,Noatak Airport,Noatak, Alaska, United States
PASA,SVA,Savoonga Airport,63.6864,-170.493,19.0,America/Nome,Savoonga Airport,Savoonga, Alaska, United States
PASH,SHH,Shishmaref Airport,66.2496,-166.08900000000003,9.0,America/Nome,Shishmaref Airport,Shishmaref, Alaska, United States
PARY,RBY,Ruby Airport,64.7272,-155.47,204.0,America/Anchorage,Ruby Airport,Ruby, Alaska, United States
PPHO,PHO,Point Hope Airport,68.3488,-166.799,7.0,America/Nome,,,,
PAMY,MYU,Mekoryuk Airport,60.3714,-166.271,22.0,America/Nome,Mekoryuk Airport,Mekoryuk, Alaska, United States
PAVL,KVL,Kivalina Airport,67.7362,-164.563,4.0,America/Nome,Kivalina Airport,Kivalina, Alaska, United States
PASM,KSM,St Marys Airport,62.0605,-163.30200000000005,40.0,America/Nome,St. Mary's Airport,St. Mary's, Alaska, United States
PAKV,KAL,Kaltag Airport,64.3191,-158.741,84.0,America/Anchorage,Kaltag Airport,Kaltag, Alaska, United States
PAHP,HPB,Hooper Bay Airport,61.5239,-166.14700000000005,11.0,America/Nome,Hooper Bay Airport,Hooper Bay, Alaska, United States
PAGM,GAM,Gambell Airport,63.7668,-171.733,2.0,America/Nome,Gambell Airport,Gambell, Alaska, United States
PATQ,ATK,Atqasuk Edward Burnell Sr Memorial Airport,70.4673,-157.436,31.0,America/Anchorage,Atqasuk Edward Burnell Sr. Memorial Airport,Atqasuk, Alaska, United States
PANV,ANV,Anvik Airport,62.6467,-160.191,56.0,America/Anchorage,Anvik Airport,Anvik, Alaska, United States
PAKP,AKP,Anaktuvuk Pass Airport,68.1336,-151.743,696.0,America/Anchorage,Anaktuvuk Pass Airport,Anaktuvuk Pass, Alaska, United States
ZWAT,AAT,Altay Airport,47.866667,88.116667,879.0,Asia/Shanghai,Altay Airport,Altay, Xinjiang, China
VYEL,ELA,Naypyidaw,19.6235,96.201028,85.0,Asia/Yangon,,,,
ENJA,ZXB,Jan Mayensfield,70.961111,-8.575833,-11.0,Arctic/Longyearbyen,,,,
ZBUH,WUA,Wuhai,39.794444,106.799444,1085.0,Asia/Shanghai,Wuhai Airport,Wuhai, Inner Mongolia, China
KGYY,GYY,Gary Chicago International Airport,41.6163,-87.4128,168.0,America/Chicago,,,,
KBRD,BRD,Brainerd Lakes Rgnl,46.398308,-94.138078,374.0,America/Chicago,Brainerd Lakes Regional Airport,Brainerd, Minnesota, United States
KLWB,LWB,Greenbrier Valley Airport,37.858333,-80.39944399999997,697.0,America/New_York,Greenbrier Valley Airport,Lewisburg, West Virginia, United States
KPGV,PGV,Pitt-Greenville Airport,35.635278,-77.385278,12.0,America/New_York,Pitt–Greenville Airport,Greenville, North Carolina, United States
PACK,CYF,Chefornak Airport,60.149167000000006,-164.285556,11.0,America/Nome,Chefornak Airport (FAA: CFK),Chefornak, Alaska, United States
KOXR,OXR,Oxnard - Ventura County,34.200833,-119.207222,7.0,America/Los_Angeles,Oxnard Airport,Oxnard, California, United States
KBBG,BKG,Branson LLC,36.531994,-93.200556,395.0,America/Chicago,Branson Airport (FAA: BBG),Branson, Missouri, United States
ZUTR,TEN,Tongren,27.884,109.31,707.0,Asia/Shanghai,Tongren Fenghuang Airport,Tongren, Guizhou, China
ZSJA,KNC,Jinggangshan,26.8575,114.737222,82.0,Asia/Shanghai,Jinggangshan Airport,Ji'an, Jiangxi, China
NTKN,NIU,Niau,-16.119037,-146.368406,10.0,Pacific/Tahiti,Niau Airport[1],Niau, Tuamotus, French Polynesia
KSCH,SCH,Stratton ANGB - Schenectady County Airpor,42.85245555,-73.928866666,95.0,America/New_York,Schenectady County Airport,Schenectady, New York, United States
UWKE,NBC,Begishevo,55.34,52.06,72.0,Europe/Moscow,Begishevo Airport,Nizhnekamsk / Naberezhnye Chelny, Tatarstan, Russia
DNSU,QRW,Warri Airport,5.31,5.45,12.0,Africa/Lagos,Warri Airport (Osubi Airport),Warri,, Nigeria
EDWL,LGO,Langeoog Airport,53.7425,7.49778,9.0,Europe/Berlin,Langeoog Airport,Langeoog, Lower Saxony, Germany
FANS,NLP,Nelspruit Airport,-25.5,30.9138,851.0,Africa/Johannesburg,Nelspruit Airport[1],Mbombela,, South Africa
UKKE,CKC,Cherkassy,49.416666,32.1333,78.0,Europe/Kiev,Cherkasy International Airport,Cherkasy,, Ukraine
KSGJ,UST,St. Augustine Airport,29.959167,-81.339722,14.0,America/New_York,Northeast Florida Regional Airport (FAA: SGJ),St. Augustine, Florida, United States
UKON,NLV,Mykolaiv International Airport,47.0579,31.9198,54.0,Europe/Kiev,Mykolaiv International Airport,Mykolaiv,, Ukraine
VNRC,RHP,Ramechhap,27.394005,86.06144,482.0,Asia/Kathmandu,Ramechhap Airport,Ramechhap,, Nepal
KSTS,STS,Charles M Schulz Sonoma Co,38.508978000000006,-122.81288,31.0,America/Los_Angeles,Charles M. Schulz–Sonoma County Airport,Santa Rosa, California, United States
KISM,ISM,Kissimmee Gateway Airport,28.289806,-81.437083,16.0,America/New_York,Kissimmee Gateway Airport,Orlando, Florida, United States
KLCQ,LCQ,Lake City Municipal Airport,30.181944,-82.576944,44.0,America/New_York,Lake City Gateway Airport,Lake City, Florida, United States
KLGU,LGU,Logan-Cache,41.791,-111.852,1342.0,America/Denver,Logan-Cache Airport,Logan, Utah, United States
KBMC,BMC,Brigham City,41.552,-112.062,1238.0,America/Denver,Brigham City Airport,Brigham City, Utah, United States
KMLD,MLD,Malad City,42.17,-112.289,1371.0,America/Boise,Malad City Airport,Malad City, Idaho, United States
KASE,ASE,Aspen Pitkin County Sardy Field,39.2232,-106.869,2359.0,America/Denver,Aspen–Pitkin County Airport (Sardy Field),Aspen, Colorado, United States
KHHH,HHH,Hilton Head,32.216,-80.752,7.0,America/New_York,,,,
UWLL,ULV,Barataevka,54.268299,48.2267,134.0,Europe/Ulyanovsk,Ulyanovsk Baratayevka Airport,Ulyanovsk, Ulyanovsk Oblast, Russia
KERV,ERV,Kerrville Municipal Airport,29.976666700000003,-99.0854722,480.0,America/Chicago,Kerrville Municipal Airport (Louis Schreiner Field),Kerrville, Texas, United States
KGED,GED,Sussex Co,38.689194,-75.358889,14.0,America/New_York,Delaware Coastal Airport,Georgetown, Delaware, United States
CZSW,ZSW,Seal Cove Seaplane Base,54.3333,-130.283,12.0,America/Vancouver,Prince Rupert/Seal Cove Water Airport,Prince Rupert, British Columbia, Canada
KGBD,GBN,Great Bend Municipal,38.344167,-98.859167,566.0,America/Chicago,Great Bend Municipal Airport,Great Bend, Kansas, United States
KHYS,HYS,Hays Regional Airport,38.8422,-99.2732,600.0,America/Chicago,Hays Regional Airport,Hays, Kansas, United States
KSUS,SUS,Spirit Of St Louis,38.662119,-90.652044,141.0,America/Chicago,Spirit of St. Louis Airport,St. Louis, Missouri, United States
KELO,LYU,Ely Municipal,47.824444,-91.830833,441.0,America/Chicago,Ely Municipal Airport (FAA: ELO),Ely, Minnesota, United States
KGPZ,GPZ,Grand Rapids Itasca County,47.211111,-93.509722,381.0,America/Chicago,Grand Rapids–Itasca County Airport (Gordon Newstrom Field),Grand Rapids, Minnesota, United States
KTVF,TVF,Thief River Falls,48.065556,-96.185,319.0,America/Chicago,Thief River Falls Regional Airport,Thief River Falls, Minnesota, United States
KEGV,EGV,Eagle River,45.932333,-89.268283,502.0,America/Chicago,Eagle River Union Airport,Eagle River, Wisconsin, United States
KARV,ARV,Lakeland,45.927778,-89.73083299999998,490.0,America/Chicago,Lakeland Airport (Noble F. Lee Memorial Field),Minocqua / Woodruff, Wisconsin, United States
KIKV,IKV,Ankeny Regl Airport,41.691389,-93.566389,264.0,America/Chicago,,,,
CYBV,YBV,Berens River,52.358889000000005,-97.018333,216.0,America/Winnipeg,Berens River Airport,Berens River, Manitoba, Canada
KNGP,NGP,Corpus Christi NAS,27.692701,-97.290376,9.0,America/Chicago,NAS Corpus Christi (Truax Field),Corpus Christi, Texas, United States
CYPI,YPI,Seaplane Base,54.566667,-130.433333,0.0,America/Vancouver,,,,
KAVX,AVX,Avalon,33.405,-118.415833,485.0,America/Los_Angeles,Catalina Airport,Avalon, California, United States
KMHV,MHV,Mojave,35.059364,-118.151856,837.0,America/Los_Angeles,Mojave Air and Space Port,Mojave, California, United States
LSMI,ZIN,Air Base,46.6766,7.87908,577.0,Europe/Zurich,,,,
EIIR,INQ,Inisheer,53.0647,-9.5109,9.0,Europe/Dublin,Inisheer Aerodrome,Inisheer,, Ireland
UNSS,SWT,Strezhevoy,60.716667,77.65,44.0,Asia/Tomsk,Strezhevoy Airport,Strezhevoy, Tomsk Oblast, Russia
KHUT,HUT,Hutchinson Municipal Airport,38.0655,-97.8606,458.0,America/Chicago,Hutchinson Municipal Airport,Hutchinson, Kansas, United States
OAIX,BPM,Bagram AFB,34.5646,69.1554,1786.0,Asia/Kabul,Bagram Airfield,Bagram,, Afghanistan
KSTJ,STJ,Rosecrans Mem,39.771944,-94.909706,251.0,America/Chicago,Rosecrans Memorial Airport,St. Joseph, Missouri, United States
KNDZ,NDZ,Cuxhaven Airport,53.768612,8.644722,17.0,Europe/Berlin,,,,
KVOK,VOK,Volk Fld,43.938956,-90.253433,268.0,America/Chicago,Volk Field Air National Guard Base,Camp Douglas, Wisconsin, United States
KBFT,BFT,BFT County Airport,32.41083,-80.635,10.0,America/New_York,,,,
KUAB,UAB,Adana-Incirlik Airbase,37.00028,35.41833,47.0,Europe/Istanbul,,,,
KGUC,GUC,Gunnison - Crested Butte,38.533889,-106.933056,2327.0,America/Denver,Gunnison–Crested Butte Regional Airport,Gunnison, Colorado, United States
ZLSN,SIA,Xi\\'An Xiguan,34.3767,109.12,408.0,Asia/Shanghai,Xi'an Xiguan Airport,Xi'an, Shaanxi, China
KTOA,TOA,Zamperini Field Airport,33.803391999999995,-118.339611,20.0,America/Los_Angeles,Zamperini Field,Torrance, California, United States
KMBL,MBL,Manistee County-Blacker Airport,44.2725,-86.246944,180.0,America/Detroit,Manistee County Blacker Airport,Manistee, Michigan, United States
KPGD,PGD,Charlotte County-Punta Gorda Airport,26.919722,-81.99055600000001,9.0,America/New_York,Punta Gorda Airport,Punta Gorda, Florida, United States
KFVE,WFK,Northern Aroostook Regional Airport,47.285556,-68.31277800000001,285.0,America/New_York,Northern Aroostook Regional Airport (FAA: FVE),Frenchville, Maine, United States
KJHW,JHW,Chautauqua County-Jamestown,42.153333,-79.25805600000002,529.0,America/New_York,Chautauqua County-Jamestown Airport,Jamestown, New York, United States
CYFJ,YTM,Riviere Rouge - Mont-Tremblant International Inc. Airport,46.409444,-74.78,214.0,America/Toronto,Mont Tremblant International Airport,Mont-Tremblant, Quebec, Canada
